Fra_dato;Mængde;Måleenhed;Kvalitet;Type
03/04/2023 23.00;00.08;KWH;Målt;Tidsserie
04/04/2023 00.00;01.04;KWH;Målt;Tidsserie
04/04/2023 01.00;01.02;KWH;Målt;Tidsserie
04/04/2023 02.00;06.05;KWH;Målt;Tidsserie
04/04/2023 03.00;00.07;KWH;Målt;Tidsserie
04/04/2023 04.00;00.07;KWH;Målt;Tidsserie
04/04/2023 05.00;07.05;KWH;Målt;Tidsserie
04/04/2023 06.00;06.06;KWH;Målt;Tidsserie
04/04/2023 07.00;05.03;KWH;Målt;Tidsserie
04/04/2023 08.00;03.05;KWH;Målt;Tidsserie
04/04/2023 09.00;01.02;KWH;Målt;Tidsserie
04/04/2023 10.00;04.03;KWH;Målt;Tidsserie
04/04/2023 11.00;3;KWH;Målt;Tidsserie
04/04/2023 12.00;00.06;KWH;Målt;Tidsserie
04/04/2023 13.00;05.04;KWH;Målt;Tidsserie
04/04/2023 14.00;02.04;KWH;Målt;Tidsserie
04/04/2023 15.00;01.06;KWH;Målt;Tidsserie
04/04/2023 16.00;01.09;KWH;Målt;Tidsserie
04/04/2023 17.00;05.04;KWH;Målt;Tidsserie
04/04/2023 18.00;01.06;KWH;Målt;Tidsserie
04/04/2023 19.00;09.01;KWH;Målt;Tidsserie
04/04/2023 20.00;01.06;KWH;Målt;Tidsserie
04/04/2023 21.00;07.05;KWH;Målt;Tidsserie
04/04/2023 22.00;01.05;KWH;Målt;Tidsserie
04/04/2023 23.00;00.09;KWH;Målt;Tidsserie
05/04/2023 00.00;00.06;KWH;Målt;Tidsserie
05/04/2023 01.00;01.02;KWH;Målt;Tidsserie
05/04/2023 02.00;05.04;KWH;Målt;Tidsserie
05/04/2023 03.00;01.09;KWH;Målt;Tidsserie
05/04/2023 04.00;00.06;KWH;Målt;Tidsserie
05/04/2023 05.00;08.08;KWH;Målt;Tidsserie
05/04/2023 06.00;06.07;KWH;Målt;Tidsserie
05/04/2023 07.00;05.07;KWH;Målt;Tidsserie
05/04/2023 08.00;3;KWH;Målt;Tidsserie
05/04/2023 09.00;02.08;KWH;Målt;Tidsserie
05/04/2023 10.00;5;KWH;Målt;Tidsserie
05/04/2023 11.00;03.06;KWH;Målt;Tidsserie
05/04/2023 12.00;02.06;KWH;Målt;Tidsserie
05/04/2023 13.00;04.04;KWH;Målt;Tidsserie
05/04/2023 14.00;00.09;KWH;Målt;Tidsserie
05/04/2023 15.00;01.03;KWH;Målt;Tidsserie
05/04/2023 16.00;07.04;KWH;Målt;Tidsserie
05/04/2023 17.00;03.06;KWH;Målt;Tidsserie
05/04/2023 18.00;03.08;KWH;Målt;Tidsserie
05/04/2023 19.00;6;KWH;Målt;Tidsserie
05/04/2023 20.00;3;KWH;Målt;Tidsserie
05/04/2023 21.00;07.06;KWH;Målt;Tidsserie
05/04/2023 22.00;01.06;KWH;Målt;Tidsserie
05/04/2023 23.00;02.03;KWH;Målt;Tidsserie
06/04/2023 00.00;00.06;KWH;Målt;Tidsserie
06/04/2023 01.00;00.06;KWH;Målt;Tidsserie
06/04/2023 02.00;05.01;KWH;Målt;Tidsserie
06/04/2023 03.00;01.03;KWH;Målt;Tidsserie
06/04/2023 04.00;00.05;KWH;Målt;Tidsserie
06/04/2023 05.00;10.04;KWH;Målt;Tidsserie
06/04/2023 06.00;04.04;KWH;Målt;Tidsserie
06/04/2023 07.00;8;KWH;Målt;Tidsserie
06/04/2023 08.00;01.06;KWH;Målt;Tidsserie
06/04/2023 09.00;00.09;KWH;Målt;Tidsserie
06/04/2023 10.00;6;KWH;Målt;Tidsserie
06/04/2023 11.00;00.06;KWH;Målt;Tidsserie
06/04/2023 12.00;00.05;KWH;Målt;Tidsserie
06/04/2023 13.00;06.02;KWH;Målt;Tidsserie
06/04/2023 14.00;01.09;KWH;Målt;Tidsserie
06/04/2023 15.00;00.07;KWH;Målt;Tidsserie
06/04/2023 16.00;00.06;KWH;Målt;Tidsserie
06/04/2023 17.00;03.01;KWH;Målt;Tidsserie
06/04/2023 18.00;08.01;KWH;Målt;Tidsserie
06/04/2023 19.00;02.03;KWH;Målt;Tidsserie
06/04/2023 20.00;07.09;KWH;Målt;Tidsserie
06/04/2023 21.00;02.02;KWH;Målt;Tidsserie
06/04/2023 22.00;01.02;KWH;Målt;Tidsserie
06/04/2023 23.00;01.01;KWH;Målt;Tidsserie
07/04/2023 00.00;00.09;KWH;Målt;Tidsserie
07/04/2023 01.00;01.03;KWH;Målt;Tidsserie
07/04/2023 02.00;02.01;KWH;Målt;Tidsserie
07/04/2023 03.00;04.04;KWH;Målt;Tidsserie
07/04/2023 04.00;00.07;KWH;Målt;Tidsserie
07/04/2023 05.00;06.08;KWH;Målt;Tidsserie
07/04/2023 06.00;06.09;KWH;Målt;Tidsserie
07/04/2023 07.00;02.06;KWH;Målt;Tidsserie
07/04/2023 08.00;05.02;KWH;Målt;Tidsserie
07/04/2023 09.00;01.02;KWH;Målt;Tidsserie
07/04/2023 10.00;03.08;KWH;Målt;Tidsserie
07/04/2023 11.00;04.06;KWH;Målt;Tidsserie
07/04/2023 12.00;4;KWH;Målt;Tidsserie
07/04/2023 13.00;02.02;KWH;Målt;Tidsserie
07/04/2023 14.00;00.09;KWH;Målt;Tidsserie
07/04/2023 15.00;00.09;KWH;Målt;Tidsserie
07/04/2023 16.00;01.02;KWH;Målt;Tidsserie
07/04/2023 17.00;2;KWH;Målt;Tidsserie
07/04/2023 18.00;02.02;KWH;Målt;Tidsserie
07/04/2023 19.00;08.03;KWH;Målt;Tidsserie
07/04/2023 20.00;02.05;KWH;Målt;Tidsserie
07/04/2023 21.00;05.08;KWH;Målt;Tidsserie
07/04/2023 22.00;01.09;KWH;Målt;Tidsserie
07/04/2023 23.00;00.09;KWH;Målt;Tidsserie
08/04/2023 00.00;00.08;KWH;Målt;Tidsserie
08/04/2023 01.00;02.02;KWH;Målt;Tidsserie
08/04/2023 02.00;02.02;KWH;Målt;Tidsserie
08/04/2023 03.00;00.09;KWH;Målt;Tidsserie
08/04/2023 04.00;00.08;KWH;Målt;Tidsserie
08/04/2023 05.00;00.05;KWH;Målt;Tidsserie
08/04/2023 06.00;6;KWH;Målt;Tidsserie
08/04/2023 07.00;05.03;KWH;Målt;Tidsserie
08/04/2023 08.00;01.03;KWH;Målt;Tidsserie
08/04/2023 09.00;7;KWH;Målt;Tidsserie
08/04/2023 10.00;01.02;KWH;Målt;Tidsserie
08/04/2023 11.00;01.09;KWH;Målt;Tidsserie
08/04/2023 12.00;06.07;KWH;Målt;Tidsserie
08/04/2023 13.00;01.05;KWH;Målt;Tidsserie
08/04/2023 14.00;00.05;KWH;Målt;Tidsserie
08/04/2023 15.00;02.04;KWH;Målt;Tidsserie
08/04/2023 16.00;01.03;KWH;Målt;Tidsserie
08/04/2023 17.00;01.05;KWH;Målt;Tidsserie
08/04/2023 18.00;02.04;KWH;Målt;Tidsserie
08/04/2023 19.00;03.03;KWH;Målt;Tidsserie
08/04/2023 20.00;08.03;KWH;Målt;Tidsserie
08/04/2023 21.00;03.09;KWH;Målt;Tidsserie
08/04/2023 22.00;07.03;KWH;Målt;Tidsserie
08/04/2023 23.00;00.09;KWH;Målt;Tidsserie
09/04/2023 00.00;01.03;KWH;Målt;Tidsserie
09/04/2023 01.00;01.06;KWH;Målt;Tidsserie
09/04/2023 02.00;1;KWH;Målt;Tidsserie
09/04/2023 03.00;01.07;KWH;Målt;Tidsserie
09/04/2023 04.00;00.09;KWH;Målt;Tidsserie
09/04/2023 05.00;00.07;KWH;Målt;Tidsserie
09/04/2023 06.00;01.03;KWH;Målt;Tidsserie
09/04/2023 07.00;10.09;KWH;Målt;Tidsserie
09/04/2023 08.00;00.09;KWH;Målt;Tidsserie
09/04/2023 09.00;00.09;KWH;Målt;Tidsserie
09/04/2023 10.00;05.07;KWH;Målt;Tidsserie
09/04/2023 11.00;2;KWH;Målt;Tidsserie
09/04/2023 12.00;03.09;KWH;Målt;Tidsserie
09/04/2023 13.00;03.01;KWH;Målt;Tidsserie
09/04/2023 14.00;02.02;KWH;Målt;Tidsserie
09/04/2023 15.00;01.07;KWH;Målt;Tidsserie
09/04/2023 16.00;04.05;KWH;Målt;Tidsserie
09/04/2023 17.00;04.04;KWH;Målt;Tidsserie
09/04/2023 18.00;07.05;KWH;Målt;Tidsserie
09/04/2023 19.00;03.06;KWH;Målt;Tidsserie
09/04/2023 20.00;7;KWH;Målt;Tidsserie
09/04/2023 21.00;03.04;KWH;Målt;Tidsserie
09/04/2023 22.00;02.02;KWH;Målt;Tidsserie
09/04/2023 23.00;01.08;KWH;Målt;Tidsserie
10/04/2023 00.00;01.05;KWH;Målt;Tidsserie
10/04/2023 01.00;01.08;KWH;Målt;Tidsserie
10/04/2023 02.00;01.09;KWH;Målt;Tidsserie
10/04/2023 03.00;01.03;KWH;Målt;Tidsserie
10/04/2023 04.00;00.06;KWH;Målt;Tidsserie
10/04/2023 05.00;6;KWH;Målt;Tidsserie
10/04/2023 06.00;05.03;KWH;Målt;Tidsserie
10/04/2023 07.00;00.05;KWH;Målt;Tidsserie
10/04/2023 08.00;05.09;KWH;Målt;Tidsserie
10/04/2023 09.00;01.05;KWH;Målt;Tidsserie
10/04/2023 10.00;00.05;KWH;Målt;Tidsserie
10/04/2023 11.00;01.06;KWH;Målt;Tidsserie
10/04/2023 12.00;03.02;KWH;Målt;Tidsserie
10/04/2023 13.00;01.06;KWH;Målt;Tidsserie
10/04/2023 14.00;01.02;KWH;Målt;Tidsserie
10/04/2023 15.00;04.06;KWH;Målt;Tidsserie
10/04/2023 16.00;04.07;KWH;Målt;Tidsserie
10/04/2023 17.00;00.09;KWH;Målt;Tidsserie
10/04/2023 18.00;03.01;KWH;Målt;Tidsserie
10/04/2023 19.00;09.06;KWH;Målt;Tidsserie
10/04/2023 20.00;02.04;KWH;Målt;Tidsserie
10/04/2023 21.00;10;KWH;Målt;Tidsserie
10/04/2023 22.00;02.02;KWH;Målt;Tidsserie
10/04/2023 23.00;00.09;KWH;Målt;Tidsserie
11/04/2023 00.00;00.06;KWH;Målt;Tidsserie
11/04/2023 01.00;00.06;KWH;Målt;Tidsserie
11/04/2023 02.00;01.03;KWH;Målt;Tidsserie
11/04/2023 03.00;01.05;KWH;Målt;Tidsserie
11/04/2023 04.00;00.05;KWH;Målt;Tidsserie
11/04/2023 05.00;06.09;KWH;Målt;Tidsserie
11/04/2023 06.00;07.07;KWH;Målt;Tidsserie
11/04/2023 07.00;02.01;KWH;Målt;Tidsserie
11/04/2023 08.00;07.08;KWH;Målt;Tidsserie
11/04/2023 09.00;01.02;KWH;Målt;Tidsserie
11/04/2023 10.00;02.08;KWH;Målt;Tidsserie
11/04/2023 11.00;04.04;KWH;Målt;Tidsserie
11/04/2023 12.00;00.06;KWH;Målt;Tidsserie
11/04/2023 13.00;00.04;KWH;Målt;Tidsserie
11/04/2023 14.00;01.01;KWH;Målt;Tidsserie
11/04/2023 15.00;07.04;KWH;Målt;Tidsserie
11/04/2023 16.00;00.06;KWH;Målt;Tidsserie
11/04/2023 17.00;03.02;KWH;Målt;Tidsserie
11/04/2023 18.00;4;KWH;Målt;Tidsserie
11/04/2023 19.00;03.06;KWH;Målt;Tidsserie
11/04/2023 20.00;01.08;KWH;Målt;Tidsserie
11/04/2023 21.00;08.09;KWH;Målt;Tidsserie
11/04/2023 22.00;00.06;KWH;Målt;Tidsserie
11/04/2023 23.00;00.08;KWH;Målt;Tidsserie
12/04/2023 00.00;00.09;KWH;Målt;Tidsserie
12/04/2023 01.00;00.07;KWH;Målt;Tidsserie
12/04/2023 02.00;00.05;KWH;Målt;Tidsserie
12/04/2023 03.00;01.08;KWH;Målt;Tidsserie
12/04/2023 04.00;01.03;KWH;Målt;Tidsserie
12/04/2023 05.00;6;KWH;Målt;Tidsserie
12/04/2023 06.00;08.03;KWH;Målt;Tidsserie
12/04/2023 07.00;1;KWH;Målt;Tidsserie
12/04/2023 08.00;6;KWH;Målt;Tidsserie
12/04/2023 09.00;00.05;KWH;Målt;Tidsserie
12/04/2023 10.00;05.08;KWH;Målt;Tidsserie
12/04/2023 11.00;01.07;KWH;Målt;Tidsserie
12/04/2023 12.00;01.01;KWH;Målt;Tidsserie
12/04/2023 13.00;06.02;KWH;Målt;Tidsserie
12/04/2023 14.00;01.02;KWH;Målt;Tidsserie
12/04/2023 15.00;06.01;KWH;Målt;Tidsserie
12/04/2023 16.00;01.04;KWH;Målt;Tidsserie
12/04/2023 17.00;01.03;KWH;Målt;Tidsserie
12/04/2023 18.00;07.03;KWH;Målt;Tidsserie
12/04/2023 19.00;02.06;KWH;Målt;Tidsserie
12/04/2023 20.00;06.09;KWH;Målt;Tidsserie
12/04/2023 21.00;02.08;KWH;Målt;Tidsserie
12/04/2023 22.00;01.07;KWH;Målt;Tidsserie
12/04/2023 23.00;01.08;KWH;Målt;Tidsserie
13/04/2023 00.00;4;KWH;Målt;Tidsserie
13/04/2023 01.00;02.04;KWH;Målt;Tidsserie
13/04/2023 02.00;00.05;KWH;Målt;Tidsserie
13/04/2023 03.00;00.05;KWH;Målt;Tidsserie
13/04/2023 04.00;04.07;KWH;Målt;Tidsserie
13/04/2023 05.00;08.03;KWH;Målt;Tidsserie
13/04/2023 06.00;03.01;KWH;Målt;Tidsserie
13/04/2023 07.00;03.02;KWH;Målt;Tidsserie
13/04/2023 08.00;04.06;KWH;Målt;Tidsserie
13/04/2023 09.00;01.01;KWH;Målt;Tidsserie
13/04/2023 10.00;6;KWH;Målt;Tidsserie
13/04/2023 11.00;00.05;KWH;Målt;Tidsserie
13/04/2023 12.00;02.02;KWH;Målt;Tidsserie
13/04/2023 13.00;06.02;KWH;Målt;Tidsserie
13/04/2023 14.00;01.09;KWH;Målt;Tidsserie
13/04/2023 15.00;02.08;KWH;Målt;Tidsserie
13/04/2023 16.00;01.09;KWH;Målt;Tidsserie
13/04/2023 17.00;01.09;KWH;Målt;Tidsserie
13/04/2023 18.00;08.03;KWH;Målt;Tidsserie
13/04/2023 19.00;02.08;KWH;Målt;Tidsserie
13/04/2023 20.00;06.07;KWH;Målt;Tidsserie
13/04/2023 21.00;02.09;KWH;Målt;Tidsserie
13/04/2023 22.00;02.07;KWH;Målt;Tidsserie
13/04/2023 23.00;02.02;KWH;Målt;Tidsserie
14/04/2023 00.00;01.04;KWH;Målt;Tidsserie
14/04/2023 01.00;00.08;KWH;Målt;Tidsserie
14/04/2023 02.00;01.02;KWH;Målt;Tidsserie
14/04/2023 03.00;2;KWH;Målt;Tidsserie
14/04/2023 04.00;03.04;KWH;Målt;Tidsserie
14/04/2023 05.00;06.03;KWH;Målt;Tidsserie
14/04/2023 06.00;06.04;KWH;Målt;Tidsserie
14/04/2023 07.00;3;KWH;Målt;Tidsserie
14/04/2023 08.00;5;KWH;Målt;Tidsserie
14/04/2023 09.00;00.04;KWH;Målt;Tidsserie
14/04/2023 10.00;3;KWH;Målt;Tidsserie
14/04/2023 11.00;03.03;KWH;Målt;Tidsserie
14/04/2023 12.00;00.06;KWH;Målt;Tidsserie
14/04/2023 13.00;00.07;KWH;Målt;Tidsserie
14/04/2023 14.00;00.08;KWH;Målt;Tidsserie
14/04/2023 15.00;01.01;KWH;Målt;Tidsserie
14/04/2023 16.00;01.07;KWH;Målt;Tidsserie
14/04/2023 17.00;04.03;KWH;Målt;Tidsserie
14/04/2023 18.00;05.01;KWH;Målt;Tidsserie
14/04/2023 19.00;03.07;KWH;Målt;Tidsserie
14/04/2023 20.00;07.04;KWH;Målt;Tidsserie
14/04/2023 21.00;01.04;KWH;Målt;Tidsserie
14/04/2023 22.00;02.07;KWH;Målt;Tidsserie
14/04/2023 23.00;1;KWH;Målt;Tidsserie
15/04/2023 00.00;01.04;KWH;Målt;Tidsserie
15/04/2023 01.00;01.06;KWH;Målt;Tidsserie
15/04/2023 02.00;00.07;KWH;Målt;Tidsserie
15/04/2023 03.00;00.05;KWH;Målt;Tidsserie
15/04/2023 04.00;01.07;KWH;Målt;Tidsserie
15/04/2023 05.00;00.06;KWH;Målt;Tidsserie
15/04/2023 06.00;06.02;KWH;Målt;Tidsserie
15/04/2023 07.00;06.07;KWH;Målt;Tidsserie
15/04/2023 08.00;00.05;KWH;Målt;Tidsserie
15/04/2023 09.00;06.04;KWH;Målt;Tidsserie
15/04/2023 10.00;00.06;KWH;Målt;Tidsserie
15/04/2023 11.00;01.02;KWH;Målt;Tidsserie
15/04/2023 12.00;05.04;KWH;Målt;Tidsserie
15/04/2023 13.00;01.05;KWH;Målt;Tidsserie
15/04/2023 14.00;00.08;KWH;Målt;Tidsserie
15/04/2023 15.00;00.06;KWH;Målt;Tidsserie
15/04/2023 16.00;01.05;KWH;Målt;Tidsserie
15/04/2023 17.00;04.05;KWH;Målt;Tidsserie
15/04/2023 18.00;03.09;KWH;Målt;Tidsserie
15/04/2023 19.00;01.01;KWH;Målt;Tidsserie
15/04/2023 20.00;06.04;KWH;Målt;Tidsserie
15/04/2023 21.00;03.04;KWH;Målt;Tidsserie
15/04/2023 22.00;01.03;KWH;Målt;Tidsserie
15/04/2023 23.00;03.05;KWH;Målt;Tidsserie
16/04/2023 00.00;00.09;KWH;Målt;Tidsserie
16/04/2023 01.00;00.08;KWH;Målt;Tidsserie
16/04/2023 02.00;00.06;KWH;Målt;Tidsserie
16/04/2023 03.00;01.02;KWH;Målt;Tidsserie
16/04/2023 04.00;00.05;KWH;Målt;Tidsserie
16/04/2023 05.00;00.06;KWH;Målt;Tidsserie
16/04/2023 06.00;00.06;KWH;Målt;Tidsserie
16/04/2023 07.00;09.07;KWH;Målt;Tidsserie
16/04/2023 08.00;00.09;KWH;Målt;Tidsserie
16/04/2023 09.00;01.08;KWH;Målt;Tidsserie
16/04/2023 10.00;08.02;KWH;Målt;Tidsserie
16/04/2023 11.00;00.04;KWH;Målt;Tidsserie
16/04/2023 12.00;1;KWH;Målt;Tidsserie
16/04/2023 13.00;01.03;KWH;Målt;Tidsserie
16/04/2023 14.00;01.05;KWH;Målt;Tidsserie
16/04/2023 15.00;2;KWH;Målt;Tidsserie
16/04/2023 16.00;1;KWH;Målt;Tidsserie
16/04/2023 17.00;01.01;KWH;Målt;Tidsserie
16/04/2023 18.00;2;KWH;Målt;Tidsserie
16/04/2023 19.00;07.01;KWH;Målt;Tidsserie
16/04/2023 20.00;06.08;KWH;Målt;Tidsserie
16/04/2023 21.00;02.02;KWH;Målt;Tidsserie
16/04/2023 22.00;02.07;KWH;Målt;Tidsserie
16/04/2023 23.00;01.03;KWH;Målt;Tidsserie
17/04/2023 00.00;01.02;KWH;Målt;Tidsserie
17/04/2023 01.00;01.02;KWH;Målt;Tidsserie
17/04/2023 02.00;01.07;KWH;Målt;Tidsserie
17/04/2023 03.00;01.01;KWH;Målt;Tidsserie
17/04/2023 04.00;02.08;KWH;Målt;Tidsserie
17/04/2023 05.00;06.05;KWH;Målt;Tidsserie
17/04/2023 06.00;05.09;KWH;Målt;Tidsserie
17/04/2023 07.00;02.01;KWH;Målt;Tidsserie
17/04/2023 08.00;07.07;KWH;Målt;Tidsserie
17/04/2023 09.00;03.06;KWH;Målt;Tidsserie
17/04/2023 10.00;01.01;KWH;Målt;Tidsserie
17/04/2023 11.00;00.08;KWH;Målt;Tidsserie
17/04/2023 12.00;00.06;KWH;Målt;Tidsserie
17/04/2023 13.00;01.03;KWH;Målt;Tidsserie
17/04/2023 14.00;02.01;KWH;Målt;Tidsserie
17/04/2023 15.00;01.03;KWH;Målt;Tidsserie
17/04/2023 16.00;01.01;KWH;Målt;Tidsserie
17/04/2023 17.00;01.03;KWH;Målt;Tidsserie
17/04/2023 18.00;03.09;KWH;Målt;Tidsserie
17/04/2023 19.00;1;KWH;Målt;Tidsserie
17/04/2023 20.00;01.09;KWH;Målt;Tidsserie
17/04/2023 21.00;08.06;KWH;Målt;Tidsserie
17/04/2023 22.00;01.02;KWH;Målt;Tidsserie
17/04/2023 23.00;01.06;KWH;Målt;Tidsserie
18/04/2023 00.00;03.01;KWH;Målt;Tidsserie
18/04/2023 01.00;03.04;KWH;Målt;Tidsserie
18/04/2023 02.00;01.01;KWH;Målt;Tidsserie
18/04/2023 03.00;01.01;KWH;Målt;Tidsserie
18/04/2023 04.00;1;KWH;Målt;Tidsserie
18/04/2023 05.00;06.06;KWH;Målt;Tidsserie
18/04/2023 06.00;11;KWH;Målt;Tidsserie
18/04/2023 07.00;01.07;KWH;Målt;Tidsserie
18/04/2023 08.00;6;KWH;Målt;Tidsserie
18/04/2023 09.00;00.08;KWH;Målt;Tidsserie
18/04/2023 10.00;00.05;KWH;Målt;Tidsserie
18/04/2023 11.00;00.08;KWH;Målt;Tidsserie
18/04/2023 12.00;00.08;KWH;Målt;Tidsserie
18/04/2023 13.00;01.07;KWH;Målt;Tidsserie
18/04/2023 14.00;00.06;KWH;Målt;Tidsserie
18/04/2023 15.00;00.06;KWH;Målt;Tidsserie
18/04/2023 16.00;01.03;KWH;Målt;Tidsserie
18/04/2023 17.00;03.03;KWH;Målt;Tidsserie
18/04/2023 18.00;02.05;KWH;Målt;Tidsserie
18/04/2023 19.00;00.07;KWH;Målt;Tidsserie
18/04/2023 20.00;01.08;KWH;Målt;Tidsserie
18/04/2023 21.00;10.02;KWH;Målt;Tidsserie
18/04/2023 22.00;02.01;KWH;Målt;Tidsserie
18/04/2023 23.00;4;KWH;Målt;Tidsserie
19/04/2023 00.00;01.04;KWH;Målt;Tidsserie
19/04/2023 01.00;01.07;KWH;Målt;Tidsserie
19/04/2023 02.00;01.05;KWH;Målt;Tidsserie
19/04/2023 03.00;01.01;KWH;Målt;Tidsserie
19/04/2023 04.00;1;KWH;Målt;Tidsserie
19/04/2023 05.00;06.07;KWH;Målt;Tidsserie
19/04/2023 06.00;07.08;KWH;Målt;Tidsserie
19/04/2023 07.00;04.05;KWH;Målt;Tidsserie
19/04/2023 08.00;06.02;KWH;Målt;Tidsserie
19/04/2023 09.00;00.08;KWH;Målt;Tidsserie
19/04/2023 10.00;00.05;KWH;Målt;Tidsserie
19/04/2023 11.00;00.09;KWH;Målt;Tidsserie
19/04/2023 12.00;00.05;KWH;Målt;Tidsserie
19/04/2023 13.00;01.02;KWH;Målt;Tidsserie
19/04/2023 14.00;01.08;KWH;Målt;Tidsserie
19/04/2023 15.00;01.02;KWH;Målt;Tidsserie
19/04/2023 16.00;00.07;KWH;Målt;Tidsserie
19/04/2023 17.00;00.09;KWH;Målt;Tidsserie
19/04/2023 18.00;01.01;KWH;Målt;Tidsserie
19/04/2023 19.00;02.05;KWH;Målt;Tidsserie
19/04/2023 20.00;03.04;KWH;Målt;Tidsserie
19/04/2023 21.00;08.07;KWH;Målt;Tidsserie
19/04/2023 22.00;01.02;KWH;Målt;Tidsserie
19/04/2023 23.00;01.07;KWH;Målt;Tidsserie
20/04/2023 00.00;03.07;KWH;Målt;Tidsserie
20/04/2023 01.00;02.05;KWH;Målt;Tidsserie
20/04/2023 02.00;1;KWH;Målt;Tidsserie
20/04/2023 03.00;1;KWH;Målt;Tidsserie
20/04/2023 04.00;01.01;KWH;Målt;Tidsserie
20/04/2023 05.00;7;KWH;Målt;Tidsserie
20/04/2023 06.00;06.06;KWH;Målt;Tidsserie
20/04/2023 07.00;02.02;KWH;Målt;Tidsserie
20/04/2023 08.00;06.06;KWH;Målt;Tidsserie
20/04/2023 09.00;01.06;KWH;Målt;Tidsserie
20/04/2023 10.00;01.03;KWH;Målt;Tidsserie
20/04/2023 11.00;00.06;KWH;Målt;Tidsserie
20/04/2023 12.00;00.04;KWH;Målt;Tidsserie
20/04/2023 13.00;01.01;KWH;Målt;Tidsserie
20/04/2023 14.00;00.09;KWH;Målt;Tidsserie
20/04/2023 15.00;01.06;KWH;Målt;Tidsserie
20/04/2023 16.00;02.03;KWH;Målt;Tidsserie
20/04/2023 17.00;01.07;KWH;Målt;Tidsserie
20/04/2023 18.00;01.08;KWH;Målt;Tidsserie
20/04/2023 19.00;01.07;KWH;Målt;Tidsserie
20/04/2023 20.00;01.03;KWH;Målt;Tidsserie
20/04/2023 21.00;06.08;KWH;Målt;Tidsserie
20/04/2023 22.00;01.05;KWH;Målt;Tidsserie
20/04/2023 23.00;02.05;KWH;Målt;Tidsserie
21/04/2023 00.00;3;KWH;Målt;Tidsserie
21/04/2023 01.00;01.09;KWH;Målt;Tidsserie
21/04/2023 02.00;04.01;KWH;Målt;Tidsserie
21/04/2023 03.00;01.02;KWH;Målt;Tidsserie
21/04/2023 04.00;01.02;KWH;Målt;Tidsserie
21/04/2023 05.00;06.07;KWH;Målt;Tidsserie
21/04/2023 06.00;05.07;KWH;Målt;Tidsserie
21/04/2023 07.00;01.02;KWH;Målt;Tidsserie
21/04/2023 08.00;07.08;KWH;Målt;Tidsserie
21/04/2023 09.00;01.01;KWH;Målt;Tidsserie
21/04/2023 10.00;01.01;KWH;Målt;Tidsserie
21/04/2023 11.00;00.05;KWH;Målt;Tidsserie
21/04/2023 12.00;00.05;KWH;Målt;Tidsserie
21/04/2023 13.00;01.06;KWH;Målt;Tidsserie
21/04/2023 14.00;02.02;KWH;Målt;Tidsserie
21/04/2023 15.00;00.07;KWH;Målt;Tidsserie
21/04/2023 16.00;00.07;KWH;Målt;Tidsserie
21/04/2023 17.00;01.04;KWH;Målt;Tidsserie
21/04/2023 18.00;02.02;KWH;Målt;Tidsserie
21/04/2023 19.00;03.02;KWH;Målt;Tidsserie
21/04/2023 20.00;01.01;KWH;Målt;Tidsserie
21/04/2023 21.00;06.03;KWH;Målt;Tidsserie
21/04/2023 22.00;04.07;KWH;Målt;Tidsserie
21/04/2023 23.00;2;KWH;Målt;Tidsserie
22/04/2023 00.00;00.08;KWH;Målt;Tidsserie
22/04/2023 01.00;01.04;KWH;Målt;Tidsserie
22/04/2023 02.00;1;KWH;Målt;Tidsserie
22/04/2023 03.00;01.01;KWH;Målt;Tidsserie
22/04/2023 04.00;02.03;KWH;Målt;Tidsserie
22/04/2023 05.00;01.01;KWH;Målt;Tidsserie
22/04/2023 06.00;7;KWH;Målt;Tidsserie
22/04/2023 07.00;4;KWH;Målt;Tidsserie
22/04/2023 08.00;01.01;KWH;Målt;Tidsserie
22/04/2023 09.00;03.01;KWH;Målt;Tidsserie
22/04/2023 10.00;02.06;KWH;Målt;Tidsserie
22/04/2023 11.00;03.05;KWH;Målt;Tidsserie
22/04/2023 12.00;01.02;KWH;Målt;Tidsserie
22/04/2023 13.00;02.06;KWH;Målt;Tidsserie
22/04/2023 14.00;00.07;KWH;Målt;Tidsserie
22/04/2023 15.00;00.07;KWH;Målt;Tidsserie
22/04/2023 16.00;01.01;KWH;Målt;Tidsserie
22/04/2023 17.00;01.04;KWH;Målt;Tidsserie
22/04/2023 18.00;01.02;KWH;Målt;Tidsserie
22/04/2023 19.00;02.01;KWH;Målt;Tidsserie
22/04/2023 20.00;06.03;KWH;Målt;Tidsserie
22/04/2023 21.00;04.01;KWH;Målt;Tidsserie
22/04/2023 22.00;02.05;KWH;Målt;Tidsserie
22/04/2023 23.00;02.02;KWH;Målt;Tidsserie
23/04/2023 00.00;01.08;KWH;Målt;Tidsserie
23/04/2023 01.00;01.08;KWH;Målt;Tidsserie
23/04/2023 02.00;00.06;KWH;Målt;Tidsserie
23/04/2023 03.00;00.06;KWH;Målt;Tidsserie
23/04/2023 04.00;01.02;KWH;Målt;Tidsserie
23/04/2023 05.00;00.06;KWH;Målt;Tidsserie
23/04/2023 06.00;01.01;KWH;Målt;Tidsserie
23/04/2023 07.00;08.06;KWH;Målt;Tidsserie
23/04/2023 08.00;00.05;KWH;Målt;Tidsserie
23/04/2023 09.00;2;KWH;Målt;Tidsserie
23/04/2023 10.00;00.06;KWH;Målt;Tidsserie
